U+8D6B	赫	1	1	11	カク キャク シャク ケ カ セキ ケキ	かがやく あかい おどす	14	154	赤 (あかへん)	赤赤	嚇螫𡎓㚘焃爀䓇𧹘𠵢								bright, radiant, glowing	カク キャク シャク ケ カ セキ ケキ かがやく あかい おどす	KAKU	AKAI KAGAYAKU	hè	haak1	혁:0N	HYEK	hách	赫い 赫赫	赫赫	赫い
U+8D6C	赬	1	4	0	テイ チョウ	あか	16	154	赤 (あかへん)	赤貞	赪竀緽𧹚䞓頳𧹙	䞓	赪						deep red	テイ チョウ あか	TEI CHOU	AKA	chēng	cing1						
U+8D6D	赭	1	2	12	シャ	あかつち あか	15	154	赤 (あかへん)	赤者									reddish brown; hematite; ochre	シャ あかつち あか	SHA	AKATSUCHI AKA	zhě	ze2	자:1N	CA		代赭 赭土	代赭 赭土	代赭 赭土
U+8D6E	赮	1	0	0	カ ゲ		16	154	赤 (あかへん)	赤叚	蝦霞									カ ゲ	KA GE	AKA	xiá	haa4	하:N					
U+8D6F	赯	1	0	0	トウ ドウ		17	154	赤 (あかへん)	赤唐									red, crimson	トウ ドウ			táng	tong4						
U+8D70	走	1	1	2	ソウ	はし-る	7	155	走 (はしる)	十𤴓 土龰	奏湊𧺆𡗱㞫𣥕赱🈰𢬇								walk, go on foot; run; leave; Kangxi radical 156	ソウ シュ はしる おもむく	SOU SHU	HASHIRU	zǒu	zau2	주:0E	CWU	tẩu	走る 走り 走行 出走 走れる 前走 自走 小走り 先走り ひた走る 走力 走り書き ひた走り 口走る 力走 走らす 走水 犬走り 先走る 走馬 走時 一走り 西走 一走 犬走 空走 走光 走り読み	走行 出走 走行中 前走 自走 出走馬 走力 力走 走水 走馬 走時 西走 一走 犬走 空走 走光	走る 走り 出走 走れる 小走り 先走り ひた走る 走力 ひた走り 口走る 力走 走らす 走水 犬走り 先走る 一走り 一走 犬走 空走
U+8D71	赱	1	2	12	ソウ	はしる	6	155	走 (はしる)	土⿽丿乀丶	走								walk, go on foot; run; leave	ソウ はしる	SOU SHU	HASHIRU	zǒu	zau2						
U+8D72	赲	1	0	0	リョク リキ		9	155	走 (そうにょう)	走力										リョク リキ			lì	lik6						
U+8D73	赳	1	2	12	キュウ		9	155	走 (そうにょう)	走丩	𠡟𧺇𧺈								grand, valiant	キュウ	KYUU	HATARAKI	jiū	gau2	규:0N	KYU				
U+8D74	赴	1	1	8	フ	おもむ-く	9	155	走 (そうにょう)	走卜	報䟔𨕍䞯								go to; attend, be present	フ おもむく	FU	OMOMUKU	fù	fu6	부:0E	PWU	phó	赴任 赴く	赴任 赴任中 赴任先 赴任者 赴任地 赴任前 赴任時	赴任 赴く 赴任中 赴任先 赴任者 赴任地 赴任前 赴任時
U+8D75	赵	1	0	0			9	155	走 (そうにょう)	走乂	趙					趙			surname; ancient state				zhào	ziu6						
U+8D76	赶	1	0	0	ゴン ガチ ゲン ケツ ケン カン		10	155	走 (そうにょう)	走干	趕	趕				趕			pursue, follow; expel, drive away	ゴン ガチ ゲン ケツ ケン カン			gǎn	gon2	간:1N	KAN				
U+8D77	起	1	1	3	キ	お-きる お-こる お-こす	10	155	走 (そうにょう)	走己 走巳	𡆡𢀽𨑔𨑖𨑓起								rise, stand up; go up; begin	キ おきる おこる おこす たつ	KI	OKIRU OKORU TATSU	qǐ	hei2	기:0E	KI	khởi	起き 起こし 起こる 起動 起きる 起こす 起業 起こり 早起き 起用 朝起き 起点 引き起こし 起算 決起 起立 神起 想起 起し 起き上がり 起る 発起 起草 起す 起り 生起 起毛 起こせる 起つ 起きれる 起工 書き起こし 起電 起原 火起こし 起始 起きぬけ 八起 田起こし 起きがけ 起ち上げ 起筆 火起し 起てる 町起こし 起上り 雪起こし 起行 打ち起こし 起せる 雪起し 起死	起動 起業 起用 起点 起業家 起算 決起 起立 神起 想起 発起人 発起 起草 生起 起毛 起工式 起工 起電 起電力 起算日 起原 起始 起算点 八起 起筆 起行 起死	起き 起こし 起こる 起きる 起こす 起こり 早起き 起用 朝起き 起点 引き起こし 起算 起立 起し 起き上がり 起る 起草 起す 起り 生起 起毛 起こせる 起つ 起きれる 起工 書き起こし 起電 起原 火起こし 起きぬけ 八起 田起こし 起きがけ 起ち上げ 火起し 起てる 町起こし 起上り 雪起こし 起行 起せる 雪起し 起電力 起算日 起算点
U+8D78	赸	1	0	0	サン		10	155	走 (そうにょう)	走山		訕							abuse, slander; vilify; ridicule	サン			shàn	saan3						
U+8D79	赹	1	0	0	ケイ ギョウ シュン		11	155	走 (そうにょう)	走匀 走勻	𧺓𧻛									ケイ ギョウ シュン			qióng	king4						
U+8D7A	赺	1	0	0	キン カン ギン ゴン		11	155	走 (そうにょう)	走今	趛𧾏									キン カン ギン ゴン			yǐn	jam5						
U+8D7B	赻	1	0	0	セン		11	155	走 (そうにょう)	走少	鮮尟									セン			xiǎn	sin2						
U+8D7C	赼	1	0	0	シ		11	155	走 (そうにょう)	走欠	趑𧾕									シ			zī	zi1						
U+8D7D	赽	1	0	0	ケツ ケチ ケイ ケ		11	155	走 (そうにょう)	走夬	𧻯									ケツ ケチ ケイ ケ			jué	kyut3						
U+8D7E	赾	1	0	0	キン コン		11	155	走 (そうにょう)	走斤										キン コン			qǐn	jan2						
U+8D7F	赿	1	0	0	チ エツ	こす こえる	11	155	走 (そうにょう)	走氏	趆遲				趆				late slow; dilatory; tardy to delay; dull; stupid	チ エツ こす こえる	CHI TEI		chí	ci4						
U+8D80	趀	1	0	0	シ		11	155	走 (そうにょう)	走𠂔	𧾒									シ			cī	zi1						
U+8D81	趁	1	2	12	チン デン ネン シン	おう	12	155	走 (そうにょう)	走㐱	趂𢌝𧽃跈蹨	趂							take advantage of, avail oneself	チン デン ネン シン おう	CHIN	OU	chèn	can3	진:1N	CIN CEN	sấn			
U+8D82	趂	1	0	0	チン	おう	12	155	走 (そうにょう)	走尔	趁趰	趁							to take advantage of; to avail oneself of. to follow; to go	チン おう	CHIN		chèn	ji5						
U+8D83	趃	1	0	0	テツ デチ トツ ドチ		12	155	走 (そうにょう)	走失	跌									テツ デチ トツ ドチ			dié	dit6						
U+8D84	趄	1	4	0	ショ		12	155	走 (そうにょう)	走且	䞡跙𧼀𥩢𨒚	跙		跙					weak, lame	ショ	SHO		jū	zeoi1						
U+8D85	超	1	1	8	チョウ	こ-える こ-す	12	155	走 (そうにょう)	走召	怊趫趠𧻰𧺽								jump over, leap over; surpass	チョウ こえる こす	CHOU	KOERU KOSU	chāo	ciu1	초:0E	CHO	siêu	超え 超える 超過 超能力 超人 超越 超絶 超す 超常 超硬 超克 超訳 超勤 超然 超割 入超 超空 超爆 超俗 出超 超脱 超出 超凡 超球 超世 超せる	超音波 超過 超能力 超人 超越 超絶 超高層 超人気 超伝導 超常 超能力者 超党派 超電導 超新星 超大作 超軽量 超人的 超硬 超自然 超合金 超音速 超克 超越的 超過額 超訳 超勤 超法規的 超然 超高温 超短波 超過分 超割 超自我 超流動 入超 超空 超未熟児 超爆 超俗 出超 超関数 超巨星 超脱 超出 超凡 超球 超世 超越数 超過率	超え 超える 超過 超能力 超人 超越 超絶 超す 超常 超訳 超勤 超然 超割 入超 超空 超爆 超俗 出超 超脱 超出 超凡 超球 超世 超せる 超音波 超高層 超人気 超伝導 超能力者 超党派 超電導 超新星 超大作 超軽量 超人的 超自然 超合金 超音速 超越的 超過額 超法規的 超高温 超短波 超過分 超自我 超流動 超未熟児 超関数 超巨星 超越数 超過率
U+8D86	趆	1	0	0	テイ タイ		12	155	走 (そうにょう)	走氐	𧺳𧺦赿𧻎𧺽				赿					テイ タイ			dī	dai1						
U+8D87	趇	1	0	0	シュウ		12	155	走 (そうにょう)	走立										シュウ			xì	sap1						
U+8D88	趈	1	0	0	タン テン		12	155	走 (そうにょう)	走占	站䠨									タン テン	TAN KEN		zhān	zaam6						
U+8D89	趉	1	0	0	チュツ ジュチ ガチ クツ グチ キツ ギチ クチ		12	155	走 (そうにょう)	走出	䞷𧾣𧿺𧺐𧺖									チュツ ジュチ ガチ クツ グチ キツ ギチ クチ			jué	gwat6						
