U+630A	挊	1	3	0	ロウ	もてあそぶ	9	63	扌 (てへん)	扌𠧗	弄挵									ロウ もてあそぶ	ROU	MOTEASOBU	nòng	lung6								
U+630B	挋	1	0	0	シン キン コン		9	63	扌 (てへん)	扌臣	賑拒㨷									シン キン コン	SHIN KIN KON	TASU	zhèn	zan3		章刃						
U+630C	挌	1	2	12	カク キャク ラク	うつ	9	63	扌 (てへん)	扌各	垎𢼛𢾏格								fight	カク キャク ラク うつ	KAKU	UTSU	gé	gaak3		盧各 古伯	격:1N	KYEK	cách rắc gác	挌闘	挌闘	挌闘
U+630D	挍	1	4	0	コウ キョウ	くらべる はかる	9	63	扌 (てへん)	扌交	校交拗撓𢪶								collate; (Cant.) to scratch	コウ キョウ くらべる はかる	KOU KYOU	HAKARU	jiào	haau6					gieo			
U+630E	挎	1	0	0	コ ク コウ		9	63	扌 (てへん)	扌夸	刳摳								carry	コ ク コウ			kuà	kwaa3		苦胡						
U+630F	挏	1	0	0	ズ トウ		9	63	扌 (てへん)	扌同	恫桐								(Cant.) to dredge or poke with a pole or stick	ズ トウ			dòng	dung6		徒紅 徒揔			rùng			
U+6310	挐	1	4	0	ジョ ダ ナ ニョ	つかむ みだれる	10	63	手 (て)	如手	拿橈𣖹拏	拏拿							drag	ジョ ダ ナ ニョ つかむ みだれる	DA JO	HIKU	ná			女余 女加	나:1N	NA NYE				
U+6311	挑	1	1	9	チョウ	いど-む	9	63	扌 (てへん)	扌兆	條佻翟窕𢬹㨄誂掉𢬢								a load carried on the shoulders; to carry	チョウ ジョウ トウ いどむ かかげる	CHOU TOU	KAKAGERU IDOMU	tiāo	tiu1		吐彫 土刀 土了 徒了	도:0E	TO CO	vẹo	挑戦 挑む 挑発 挑み 挑める	挑戦 挑発 挑戦者 挑発的 挑戦心	挑戦 挑む 挑発 挑み 挑める 挑戦者 挑発的 挑戦心
U+6312	挒	1	0	0	レツ レチ		9	63	扌 (てへん)	扌列 𢪰刂	𢴴烈𢪰洌𠗏捩									レツ レチ			liè	lit6		良辥	렬:1N	LYEN	trét			
U+6313	挓	1	0	0	タ		9	63	扌 (てへん)	扌宅									to open out; to expand	タ	TA	HIRAKU	zhā	zaa1								
U+6314	挔	1	0	0	リョ		9	63	扌 (てへん)	扌衣	旅									リョ			lǚ	leoi5								
U+6315	挕	1	0	0	チョウ		9	63	扌 (てへん)	扌耳	𢬴攝									チョウ			dié	dip3					nhẹ			
U+6316	挖	1	0	0	アツ アチ ヤク	おさえる	9	63	扌 (てへん)	扌穵	穵扼								dig, dig out, gouge out, scoop	アツ アチ ヤク おさえる	ATSU ACHI	ABAKU	wā	waat3		烏八						
U+6317	挗	1	0	0	ケツ		9	63	扌 (てへん)	扌夷	抉									ケツ			jué	kyut3					dí			
U+6318	挘	1	3	0		むしる	9	63	扌 (てへん)	扌劣									to pluck, pick, tear; (Cant.) rubbing action	むしる		MUSHIRU MUSHIRITORU	liě	lyut3								
U+6319	挙	1	1	4	キョ	あ-げる あ-がる	10	63	手 (て)	兴手	擧舉					𢸁			raise, lift up; recommend	キョ コ あげる あがる こぞって	KYO	AGERU AGARU KOZORU	jǔ	geoi2						選挙 挙げ 挙げる 挙式 一挙 挙動 列挙 挙手 挙行 大挙 挙兵 挙がる 科挙 挙上 言挙げ 挙げ足 軽挙 出挙 挙る 挙国 旗挙げ 挙げれる 挙人 美挙 挙止	選挙 選挙区 挙式 一挙 挙動 列挙 選挙戦 選挙法 挙手 挙行 大挙 選挙人 選挙後 挙兵 科挙 選挙中 挙上 挙式日 選挙会 軽挙 出挙 挙国 挙人 美挙 挙止 選挙屋	挙げ 挙げる 挙式 一挙 挙動 列挙 挙手 挙行 大挙 挙がる 科挙 挙上 言挙げ 挙げ足 軽挙 出挙 挙る 挙国 挙げれる 挙人 美挙 挙止 挙式日
U+631A	挚	1	0	0			10	63	手 (て)	执手	摯					摯			sincere, warm, cordial; surname				zhì	zi3								
U+631B	挛	1	0	0			10	7 63	手 (て)	𰁜手 亦手	攣					攣			tangled; entwined; crooked				luán	lyun4								
U+631C	挜	1	0	0			9	63	扌 (てへん)	扌亚	掗					掗			take; hold; give forcefully				yà	aa3								
U+631D	挝	1	0	0			9	63	扌 (てへん)	扌过	撾					撾			to beat; to strike				wō	zaa1								
U+631E	挞	1	0	0			9	63	扌 (てへん)	扌达	撻大搭紎达𢪂𧿡					撻			flog, whip; chastise				tà	taat3								
U+631F	挟	1	1	9	キョウ	はさ-む はさ-まる	9	63	扌 (てへん)	扌夹	挾					挾			clasp under arm; hold to bosom	キョウ コウ ショウ ソウ はさむ はさまる さしはさむ	KYOU SHOU	HASAMU	xié	hip3						挟む 挟み 板挟み 挟み込み 挟撃 挟み撃ち 挟まる 挟める 挟み揚げ 挟箱 挟み打ち 紙挟み 手挟む	挟撃 挟箱	挟む 挟み 板挟み 挟み込み 挟撃 挟み撃ち 挟まる 挟める 挟み揚げ 挟箱 挟み打ち 紙挟み 手挟む
U+6320	挠	1	0	0			9	63	扌 (てへん)	扌尧	撓					撓			scratch; disturb, bother; submit				náo	naau5								
U+6321	挡	1	0	0			9	63	扌 (てへん)	扌当	擋漟𫽮					擋			obstruct, impede; stop; resist				dǎng	dong2								
U+6322	挢	1	0	0			9	63	扌 (てへん)	扌乔	撟救					撟			correct				jiǎo	giu2								
U+6323	挣	1	0	0			9	63	扌 (てへん)	扌争	掙𧶄䦛扞撑					掙			strive, endeavor, struggle				zhēng	zang1								
U+6324	挤	1	0	0			9	63	扌 (てへん)	扌齐	擠					擠			crowd, squeeze, push against				jǐ	zai1								
U+6325	挥	1	0	0			9	63	扌 (てへん)	扌军	揮					揮			direct; wipe away; squander				huī	fai1								
U+6326	挦	1	0	0			9	63	扌 (てへん)	扌寻	撏					撏			pull out, pluck; take hold of				xián	cam4								
U+6327	挧	1	2	12			9	63	扌 (てへん)	扌羽 𱟬习											KU		yǔ	jyu5								
U+6328	挨	1	1	10	アイ		10	63	扌 (てへん)	扌矣	剴捱𢰇捽𬂼								near, close by, next to, towards, against; to wait; to lean on	アイ	AI	HIRAKU	āi	aai1		於駭 於改	애:1N	AY		挨拶	挨拶 挨拶状 挨拶文	
U+6329	挩	1	0	0	エイ タツ タチ セイ セ	とく ぬぐう	10	63	扌 (てへん)	扌兌	𢬁涚税脱脫捝抁		捝				捝			エイ タツ タチ セイ セ とく ぬぐう	TATSU TACHI SEI EI	TOKU	tuō	tyut3		徒活 他括						
U+632A	挪	1	0	0	ダ ナ		9	63	扌 (てへん)	扌那	挼捼那𢰓								move, shift on one side	ダ ナ	DA NA	MOMU	nuó	no4		諾何	나:1N	NA	ná			
U+632B	挫	1	1	10	ザ		10	63	扌 (てへん)	扌坐	銼坐剉𢲖𢚂	繲							push down; chop down; grind	ザ サ シャ くじく くじける	ZA SA	KUJIKU KUJIKERU	cuò	co3		則卧	좌:0N	CWA	doạ	挫折 捻挫 頓挫 挫傷 挫く 挫ける 挫滅 挫き とん挫 ねん挫 挫創 挫骨	挫折 捻挫 頓挫 挫傷 脳挫傷 挫折感 挫滅 挫創 挫骨 肺挫傷	挫折 挫傷 挫く 挫ける 挫滅 挫き とん挫 ねん挫 挫創 挫骨 脳挫傷 挫折感 肺挫傷
U+632C	挬	1	0	0	ホツ ボチ		10	63	扌 (てへん)	扌孛	𢰏									ホツ ボチ			bó	but6		蒲没			vọt			
U+632D	挭	1	0	0	コウ キョウ		10	63	扌 (てへん)	扌更	𢯬𢭞	骾鯁							fish-bones, things that stick in the throat; unyielding, blunt of speech; (Cant.) to stir, mix, agitate; to wade	コウ キョウ	KOU KYOU	MIDASU	gěng	gaang3		古杏			gánh			
U+632E	挮	1	0	0	テイ タイ		10	63	扌 (てへん)	扌弟	䶏遆									テイ タイ			tǐ	tai2		他禮						
U+632F	振	1	1	7	シン	ふ-る ふ-るう ふ-れる	10	63	扌 (てへん)	扌辰	祗震整侲榰袗𢈫𤚾𤚿								raise, excite, arouse action	シン ふる ふるう ふり	SHIN	FURU FURUU FURI	zhèn	zan3		側鄰 章刃	진:0E	CIN	chấn	振り 振興 振込 振動 振替 振る 振込み 久し振り 三振 不振 振り返り 振り込み 振る舞い 振れ 空振り 素振り 振り付け 振り分け 振るう 共振 振付 振り子 振り替え 振幅 振り向き 身振り 振り出し 手振り 発振 小振り 振舞う 振る舞う 振舞い 大振り 割り振り 振れる 振出 前振り おお振り 防振 制振 首振り 振舞 振り仮名 立ち振る舞い 振子 旗振り 羽振り 下振れ 手振れ 振替え 振付け 枝振り 加振 割振り 振戦 口振り 腰振り 振り逃げ 振とう 振り幅 振り返し 振分け 上振れ 農振 振出し 強振 振れ幅 眼振 振り振り 形振り 振り抜き 火振り 振るまい 振る舞える 振るえる 振分 振舞える 腕振り 空振 振る舞い酒 振りだし 振れ止め 振りこみ 振う 振休 振り込 進振り 横振り 振仮名 下げ振り 千早振る 振れ取り 振起 振り当て 縦振り 起振 千振 振作 棒手振り 振り合い 振り洗い 振計 振り塩 振徳 振りがな 立振舞 気振り 太刀振り なり振り 振り売り 立ち振舞い 女振り 国振り 割振 振舞ひ 血振り	振興 振込 振動 振替 三振 不振 振興会 共振 振付 振幅 振込先 振興課 発振 振出 振動数 振動子 防振 制振 発振器 振舞 振子 共振器 振付家 振付師 加振 振戦 農振 振替日 強振 眼振 振分 単振動 空振 振替先 振休 振込票 振込日 振仮名 振起 起振 千振 振作 縦振動 振計 再振替 振徳 立振舞 振込額 発振機 割振	振り 振興 振動 振る 久し振り 三振 不振 振り返り 振れ 空振り 素振り 振り付け 振り分け 振るう 共振 振付 振り子 振り向き 身振り 振り出し 手振り 発振 小振り 大振り 割り振り 振れる 振出 前振り おお振り 防振 制振 首振り 振り仮名 振子 旗振り 羽振り 下振れ 手振れ 振付け 枝振り 加振 割振り 振戦 口振り 振とう 振り返し 振分け 上振れ 農振 振出し 強振 眼振 形振り 火振り 振るまい 振るえる 振分 空振 振りだし 振れ止め 振りこみ 振う 振休 進振り 横振り 振仮名 下げ振り 千早振る 振れ取り 振起 振り当て 縦振り 起振 千振 振作 棒手振り 振り合い 振り洗い 振計 振り塩 振徳 振りがな 気振り 太刀振り なり振り 振り売り 女振り 国振り 割振 血振り 振興会 振興課 振動数 振動子 発振器 共振器 振付家 振付師 単振動 縦振動 発振機
U+6330	挰	1	0	0	トウ ジョウ テイ		10	63	扌 (てへん)	扌呈										トウ ジョウ テイ			chéng	caang4		直庚			dềnh			
U+6331	挱	1	0	0	サ シャ		10	63	扌 (てへん)	扌沙	挲𣴷抄	挲							to feel or fondle with the fingers	サ シャ			sā	so1		素何						
U+6332	挲	1	4	0	サ シャ		11	63	手 (て)	沙手	挱𢬰𢶌𣴷	挱							to feel or fondle with the fingers	サ シャ			sā	so1		素何						
U+6333	挳	1	0	0	コウ		10	63	扌 (てへん)	扌巠	𢭊摼									コウ			kēng	hang1								
U+6334	挴	1	0	0	バイ メ		10	63	扌 (てへん)	扌每	𢯈悔海									バイ メ			měi	mui5		武罪			mói			
U+6335	挵	1	4	0	ロウ ル	もてあそぶ	10	63	扌 (てへん)	扌弄	弄挊𢱚								to play with, handle things	ロウ ル もてあそぶ	ROU RU	MOTEASOBU	nòng	lung6					lỏng			
U+6336	挶	1	0	0	キョク コク		10	63	扌 (てへん)	扌局	梮拘								hold in hands	キョク コク	KYOKU KOKU	SASAE MOTSU	jū	guk6		居玉						
U+6337	挷	1	0	0	ホウ		9	63	扌 (てへん)	扌邦	搒垹	搒							to propel a boat; to beat	ホウ			péng	pong3					văng			
U+6338	挸	1	0	0	ケン		10	63	扌 (てへん)	扌見	𢹕𢺃									ケン			jiǎn	gin2		古典			kén			
U+6339	挹	1	3	0	ユウ オウ	おさえる くむ こまぬく とる	10	63	扌 (てへん)	扌邑	𨙰抑揖								to bale out; to decant liquids	ユウ オウ おさえる くむ こまぬく とる	YUU OU	KUMU	yì	jap1		伊入 於汲	읍:1N	UP	úp			
U+633A	挺	1	1	11	テイ チョウ		9	63	扌 (てへん)	扌廷	莛筳梃脡丁								to stand upright, straighten; rigid	テイ チョウ	TEI CHOU	NUKU	tǐng	ting5		特丁 徒鼎	정:0N	CENG		空挺 挺身 挺進 挺する 挺対協	空挺 挺身 挺身隊 挺進 挺対協	空挺 挺身 挺進 挺する 挺対協 挺身隊
U+633B	挻	1	4	0	セン テン エン	こねる のばす	9	63	扌 (てへん)	扌延										セン テン エン こねる のばす			shān	saan1		式連	연:0N	YEN				
U+633C	挼	1	4	0	キ ズイ ダ ダイ ナ ネ スイ サイ	おさえる おす	10	63	扌 (てへん)	扌妥	挪捰捼隋拸	捼							rub, stroke with hands; crumple	キ ズイ ダ ダイ ナ ネ スイ サイ おさえる おす	DA NA DAI NAI	OTOSU	ruá	no4		素回			nhôi noa noi nôi nối nổi nỗi nuôi			
U+633D	挽	1	1	11	バン マン ベン メン	ひく	10	63	扌 (てへん)	扌免	𢯂輓鋔抔板挽			掇		輓			pull; pull back, draw back	バン マン ベン メン ひく	BAN	HIKU	wǎn	waan5		無遠	만:0N	MAN		挽き 挽回 挽肉 挽歌 粗挽き 挽き肉 挽く 木挽 細挽き 合い挽き 木挽き 挽き立て 挽物 挽き割り 粉挽き 合挽き 挽き物 あら挽き 挽き茶 挽茶 合挽 粗挽 挽き臼	挽回 挽肉 挽歌 木挽 鶏挽肉 挽物 合挽肉 挽茶 合挽 粗挽	挽き 挽回 挽肉 挽歌 粗挽き 挽き肉 挽く 木挽 細挽き 合い挽き 木挽き 挽き立て 挽物 挽き割り 粉挽き 合挽き 挽き物 あら挽き 挽き茶 挽茶 合挽 粗挽 挽き臼 鶏挽肉 合挽肉
U+633E	挾	1	2	12	キョウ ギョウ ソウ コウ	はさむ	10	63	扌 (てへん)	扌夾	俠浹梜接夾挟抸𨋸		挟						clasp under arm; hold to bosom	キョウ ギョウ ソウ コウ はさむ	KYOU SHOU	HASAMU	xié	hip3		胡頰	협:0N	HYEP	xáp	挾む		挾む
U+633F	挿	1	1	9	ソウ	さ-す	10	63	扌 (てへん)	扌𢆍	插揷						插揷		insert, stick into; plant	ソウ ショウ さす さしはさむ	SOU	SASU SASHIHASAMU	chā	caap3					thọc	挿入 挿絵 挿し木 挿す 挿管 挿し絵 挿話 挿画 挿し芽 挿木 挿し穂 挿げ替え 挿図 挿せる 挿れる 挿花 外挿 挿頭 挿し色 抜き挿し 抽挿 挿む	挿入 挿絵 挿入歌 挿管 挿話 挿画 挿入曲 挿木 挿図 挿花 外挿 挿頭 挿入句 抽挿	挿入 挿絵 挿し木 挿す 挿管 挿し絵 挿話 挿画 挿し芽 挿木 挿し穂 挿げ替え 挿図 挿せる 挿れる 挿花 外挿 挿頭 挿し色 抜き挿し 抽挿 挿む 挿入歌 挿入曲 挿入句
U+6340	捀	1	0	0	ホウ フ ブ		10	63	扌 (てへん)	扌夆	𢪋捧摓									ホウ フ ブ			féng	fung4		符容 扶用						
U+6341	捁	1	4	0	コウ キョウ コク		10	63	扌 (てへん)	扌告 扌吿	攪撹									コウ キョウ コク	KAKU KOU	MIDASU	jiǎo	gaau2					kéo			
U+6342	捂	1	0	0	ゴ	さからう	10	63	扌 (てへん)	扌吾	渥𢫸握摀								resist	ゴ さからう	GO	HURERU	wǔ	wu2		五故	오:1N	O				
U+6343	捃	1	3	0	クン	ひろう とる	10	63	扌 (てへん)	扌君	攈𢹲攟㩈𣟸								to pick up, collect	クン ひろう とる	KUN	HIROU	jùn	kwan2		居運	군:1N	KWUN	khuân			
U+6344	捄	1	4	0	ク グ キュウ	すくう	10	63	扌 (てへん)	扌求	救球莍								long and curved	ク グ キュウ すくう	KYUU GU	MORU	jiù	kau4		舉朱 巨鳩	구:1N	KWU				
U+6345	捅	1	0	0	トウ ツ ソウ ス		10	63	扌 (てへん)	扌甬	㪌𢳟								jab	トウ ツ ソウ ス			tǒng	tung2		他孔			thòng			
U+6346	捆	1	0	0	コン ゴン	うつ	10	63	扌 (てへん)	扌困	綑㨡稛𢮖揾祵	綑							tie up; bind, truss up; bundle	コン ゴン うつ	KON GON	TOTONOERU	kǔn	kwan2			곤:1N	KON				
U+6347	捇	1	0	0	カク キャク セキ シャク テキ チャク		10	63	扌 (てへん)	扌赤	刺𢷓									カク キャク セキ シャク テキ チャク			huò	waak6		呼麥			xách			
U+6348	捈	1	0	0	ト ズ ヤ チョ タ ダ		10	63	扌 (てへん)	扌余	攄𢳖抒									ト ズ ヤ チョ タ ダ			tú	tou4		同都 他胡			giơ			
U+6349	捉	1	1	10	ソク	とら-える	10	63	扌 (てへん)	扌足	𫃥			杓					grasp, clutch; catch, seize	ソク サク とらえる	SOKU SAKU	TORAERU	zhuō	zuk1		側角	착:0E	CHAK	tróc	捉える 捕捉 捉えどころ 捉われる 把捉 捉え返し 捉まえる	捕捉 把捉	捉える 捕捉 捉えどころ 捉われる 把捉 捉え返し 捉まえる
U+634A	捊	1	0	0	ホウ ブ フウ フ ビョウ		10	63	扌 (てへん)	扌孚	抙抱㩠									ホウ ブ フウ フ ビョウ	HOU BU FUU FU	KAKIATSUMERU	póu	pau4		薄交 薄侯						
U+634B	捋	1	0	0	ラツ ラチ レツ レチ	とる	10	63	扌 (てへん)	扌寽	寽								to pluck; to gather in the fingers; to rub; to scrape off	ラツ ラチ レツ レチ とる	RATSU RACHI RETSU RECHI	TORU	lǚ	lyut3		郎活						
U+634C	捌	1	1	11	ハチ ハツ ヘツ	さばき さばく さばける	10	63	扌 (てへん)	扌别 扌別 拐刂 𪭦刂	八朳扒㧙	八		八					break open, split open; an accounting version of the numeral eight	ハチ ハツ ヘツ さばき さばく さばける	HATSU HACHI BETSU	SABAKU SABAKERU SABAKI	bā	baat3		博拔 百鎋	팔:0N	PHAL	bịt	捌き 捌く 捌け 捌ける 捌け口 荷捌き 水捌け 体捌き 足捌き 手捌き 荷捌 裾捌き 売り捌き 糸捌き	荷捌	捌き 捌く 捌け 捌ける 捌け口 荷捌き 水捌け 体捌き 足捌き 手捌き 荷捌 裾捌き 売り捌き 糸捌き
U+634D	捍	1	2	12	カン ガン ゲン	ふせぐ	10	63	扌 (てへん)	扌旱	扞悍仠攼㪋𤿧	扞							ward off, guard against, defend	カン ガン ゲン ふせぐ	KAN	FUSEGU	hàn	hon6		下赧 侯旰	한:1N	HAN	cản			
U+634E	捎	1	4	0	ソウ ショウ		10	63	扌 (てへん)	扌肖	𢭓𢾐								to select; to take; to carry	ソウ ショウ	SOU SHOU	TORU	shāo	saau1		相邀 所交	소:1N	SO				
U+634F	捏	1	2	12	デツ ネツ ネチ	こねる つくねる	10	63	扌 (てへん)	扌圼	揑掜捻	揑							pick with fingers; knead; mold	デツ ネツ ネチ こねる つくねる	DETSU NECHI	KONERU	niē	nip6		奴結	날:0N	NAL		捏造 捏ねる 手捏ね 揉捏	捏造 揉捏	捏造 捏ねる 手捏ね
U+6350	捐	1	2	12	エン ケン	すてる	10	63	扌 (てへん)	扌肙	捐								contribute; give up, renounce	エン ケン すてる	EN KEN	SUTERU ATAERU	juān	gyun1		與專	연:0N	YEN	quyên quen quên	義捐 出捐 棄捐	義捐 義捐金 出捐 棄捐	義捐 出捐 棄捐 義捐金
U+6351	捑	1	0	0	ショク ジキ		10	63	扌 (てへん)	扌𣅔 扌夨日	𢯩									ショク ジキ			zè	zik6								
U+6352	捒	1	0	0	ショウ シュ ショ ソ ス ショク ソク ソウ		10	63	扌 (てへん)	扌束	束竦𫃥拺摗									ショウ シュ ショ ソ ス ショク ソク ソウ	SHOU SHU SO SU SHOKU SOKU	TSUTSUSHIMU AGERU	shù	cuk1		所去 色句						
U+6353	捓	1	0	0	ヤ ヨ	のこり もてあそぶ	9	63	扌 (てへん)	扌邪 㧎阝	揶	揶							strive, endeavor	ヤ ヨ のこり もてあそぶ	SE YO	MOTEASOBU	yé	je4			야:N					
U+6354	捔	1	0	0	カク ザク サク		10	63	扌 (てへん)	扌角	𢳇矠𧣀角搰擖								to gore, stab	カク ザク サク	KAKU SAKU ZAKU	TORU	jué	gok3		古岳 士角						
U+6355	捕	1	1	7	ホ	と-らえる と-らわれる と-る つか-まえる つか-まる	10	63	扌 (てへん)	扌甫									arrest, catch, seize	ホ フ ブ とらえる とらわれる とる つかまえる つかまる	HO	TORAERU TORU TSUKAMAERU	bǔ	bou6		薄故	포:0E	PHO	bõ	捕獲 捕手 捕まる 捕まえる 捕り 捕食 捕物 捕らえる 捕らわれ 捕る 捕球 捕集 捕われ 捕れる 採捕 ネズミ捕り 生け捕り 捕える 捕り物 捕虫 捕らわれる 好捕 捕殺 虫捕り 追捕 分捕り 捕り方 魚捕り 捕われる つかみ捕り 捕縄 ねずみ捕り 分捕る だ捕 再捕 捕り手 捕方 生捕り 鳥捕り 捕らえどころ 捕そく ザリガニ捕り 捕まえれる	捕獲 捕手 捕食 捕物 捕球 捕集 捕物帳 捕食者 採捕 捕虫 好捕 捕殺 追捕 捕虫網 捕縄 再捕 捕方 捕獲岩	捕手 捕まる 捕まえる 捕り 捕食 捕物 捕らえる 捕らわれ 捕る 捕球 捕集 捕われ 捕れる 採捕 ネズミ捕り 生け捕り 捕える 捕り物 捕虫 捕らわれる 好捕 捕殺 虫捕り 追捕 分捕り 捕り方 魚捕り 捕われる つかみ捕り 捕縄 ねずみ捕り 分捕る だ捕 再捕 捕り手 捕方 生捕り 鳥捕り 捕らえどころ 捕そく ザリガニ捕り 捕まえれる 捕物帳 捕食者
U+6356	捖	1	0	0	カン ガン カツ カチ		10	63	扌 (てへん)	扌完										カン ガン カツ カチ			wán	gwaat3		胡官						
U+6357	捗	1	1	10	チョク		10	63	扌 (てへん)	扌步									make progress	チョク ホ ブ チキ はかどる	HO CHOKU	HAKADORU	bù	bou6			척:1N	CHEK		進捗 捗る 捗ばかしい 捗捗しい	進捗 進捗率 進捗度	進捗 捗る 捗ばかしい 進捗率 進捗度
U+6358	捘	1	0	0	ソン シュン サイ セ スイ		10	63	扌 (てへん)	扌夋									push	ソン シュン サイ セ スイ	SON SHUN SAI	SUI OSU	zùn	zyun3		七倫 子對 子寸			thoa			
