U+7814	研	1	1	3	ケン	と-ぐ	9	111	石 (いしへん)	石开	揅		揅			硏		grind, rub; study, research	ケン ゲン とぐ みがく	KEN	TOGU MIGAKU	yán	jin4		YEN	nghiên nghiền nghiến nghiện	研究 研ぎ 科研 研ぐ 研さん 薬研 農研 生研 教研 研ぎ出し 水研 化研 研学 社研 研げる 研き 水研ぎ 工研 研く 中研 研ぎ屋 電研 米研ぎ 通研 予研 研屋 林研 研北 金研 研出し 研ぎ物 研ける	研究 研究所 研究会 研究者 研究室 研究科 研究員 研究家 研究生 科研 薬研 農研 生研 教研 研究心 水研 化研 研学 社研 工研 中研 電研 通研 予研 研究医 研屋 林研 研北 金研	研ぎ 科研 研ぐ 研さん 生研 教研 研ぎ出し 水研 研学 社研 研げる 研き 水研ぎ 工研 研く 中研 電研 米研ぎ 通研 林研 研北 金研 研出し 研ける
U+7815	砕	1	1	9	サイ	くだ-く くだ-ける	9	111	石 (いしへん)	石卆								break, smash; broken, busted	サイ くだく くだける	SAI	KUDAKU	suì	seoi3		SWAY		粉砕 破砕 玉砕 砕く 砕石 砕ける 砕氷 腰砕け 爆砕 砕波 砕土 砕岩 圧砕 砕片 水砕 解砕 撃砕 火砕 磨砕 砕米 砕破	粉砕 破砕 玉砕 砕石 火砕流 砕氷 粉砕機 破砕機 爆砕 砕氷船 破砕帯 砕波 砕土 砕岩 圧砕 砕片 水砕 解砕 撃砕 火砕 磨砕 砕米 砕破	粉砕 破砕 玉砕 砕く 砕石 砕ける 砕氷 腰砕け 爆砕 砕波 砕土 砕岩 圧砕 砕片 水砕 解砕 撃砕 火砕 砕米 砕破 火砕流 粉砕機 破砕機 砕氷船 破砕帯
U+7816	砖	1	0	0			9	111	石 (いしへん)	石专					磚			tile, brick				zhuān	zyun1						
U+7817	砗	1	0	0			9	111	石 (いしへん)	石车					硨			giant clam, tridacna gigas				chē	ce1						
U+7818	砘	1	0	0			9	111	石 (いしへん)	石屯								a kind of farm tool				dùn	deon6						
U+7819	砙	1	4	0	ゴ ゴウ		9	111	石 (いしへん)	石瓦									ゴ ゴウ			wǎ	ngaa5						
U+781A	砚	1	0	0			9	111	石 (いしへん)	石见					硯			inkstone				yàn	jin6						
U+781B	砛	1	0	0			9	111	石 (いしへん)	石今												jīn	gaam1						
U+781C	砜	1	0	0			9	111	石 (いしへん)	石风					碸			an organic compound				fēng	fung1						
U+781D	砝	1	0	0	キョウ コウ ホウ		10	111	石 (いしへん)	石去								balance weights	キョウ コウ ホウ	KYOU KOU HOU	KATAI	fǎ	faat3						
U+781E	砞	1	0	0	バツ マチ		10	111	石 (いしへん)	石末						𥑘		to smash rock	バツ マチ			mò	mut6						
U+781F	砟	1	0	0	サ ジャ サク ザク		10	111	石 (いしへん)	石乍								stone tablet; monument	サ ジャ サク ザク			zhǎ	zaa3						
U+7820	砠	1	2	12	ショ ソ		10	111	石 (いしへん)	石且	岨							rocky, hilly, uneven	ショ ソ	SHO SO	ISHAMA TSUCHAMA	jū	zeoi1						
U+7821	砡	1	4	0	ギク ゴク ギョク		10	111	石 (いしへん)	石玉									ギク ゴク ギョク	GIKU GYOKU GOKU	SOROERU	yù	juk6						
U+7822	砢	1	0	0	ラ カ		10	111	石 (いしへん)	石可								pile of stones	ラ カ	RA KA	ISHIZUMI	kē	lo2	라:1N	LA				
U+7823	砣	1	0	0	タ ダ		10	111	石 (いしへん)	石它	𥓿鉈							a stone roller; a heavy stone, a weight, a plummet	タ ダ	TA DA	ISHI	tuó	to4						
U+7824	砤	1	0	0	タ		10	111	石 (いしへん)	石㐌									タ			tuó	to4						
U+7825	砥	1	1	11	シ テイ タイ	と といし	10	111	石 (いしへん)	石氐	厎							a whetstone; to polish	シ テイ タイ と といし	SHI TEI	TO TOISHI	dǐ	dai2	지:0N	CI		砥石 砥粒 荒砥 中砥 砥の粉 砥草 砥ぐ 革砥 粗砥	砥石 砥粒 荒砥 中砥 砥草 革砥 粗砥	砥石 砥粒 荒砥 中砥 砥の粉 砥草 砥ぐ 革砥 粗砥
U+7826	砦	1	1	11	サイ ゼ	とりで	11	111	石 (いし)	此石	寨							stockade, fort, military outpost; brothel	サイ ゼ とりで	SAI	TORIDE	zhài	zaai6	채:0N	CHAY		城砦 隠し砦 鹿砦 砦跡 山砦	城砦 鹿砦 砦跡 山砦	城砦 隠し砦 鹿砦 砦跡 山砦
U+7827	砧	1	1	11	チン	きぬた	10	111	石 (いしへん)	石占	碪							anvil; flat stone	チン きぬた	CHIN	KINUTA	zhēn	zam1	침:0N	CHIM	châm chiêm chỉm			
U+7828	砨	1	0	0	アイ ア ヤク アク		10	111	石 (いしへん)	𰦩乙 石戹									アイ ア ヤク アク			è	ak1						
U+7829	砩	1	0	0	ハイ ヘ フツ ブチ		10	111	石 (いしへん)	石弗									ハイ ヘ フツ ブチ			fú	fat1						
U+782A	砪	1	0	0	ボウ モ		10	111	石 (いしへん)	石母									ボウ モ			mǔ	mou5						
U+782B	砫	1	0	0	シュ		10	111	石 (いしへん)	石主								name of a county in Sichuan	シュ			zhù	zyu2						
U+782C	砬	1	4	0	リュウ ロウ		10	111	石 (いしへん)	石立								big stone	リュウ ロウ			lá	laap6	립:0N	LIP				
U+782D	砭	1	3	0	ヘン	いしばり いましめ	9	111	石 (いしへん)	石乏								stone probe; pierce; counsel	ヘン いしばり いましめ	HEN	ISHIBARI	biān	bin1	폄:1N	PHYEM	bàm bãm bâm bẫm biêm bìm bom bơm bờm			
U+782E	砮	1	0	0	ド ヌ		10	111	石 (いし)	奴石								arrow-tip	ド ヌ	DO NU	YAJIRI	nǔ	nou5						
U+782F	砯	1	0	0	ヒョウ		10	111	石 (いしへん)	石氷								to make a loud sound	ヒョウ			pīng	ping1						
U+7830	砰	1	0	0	ホウ ヒョウ ビョウ		10	111	石 (いしへん)	石平								sound of crashing stones, bang!	ホウ ヒョウ ビョウ	HOU HYOU		pēng	ping1	팽:1N	PHAYNG				
U+7831	砱	1	0	0	レイ リョウ		10	111	石 (いしへん)	石令									レイ リョウ			líng	leon4						
U+7832	砲	1	1	7	ホウ		10	111	石 (いしへん)	石包	炮礮							gun, cannon	ホウ ホク ハク ヒョウ バク おおづつ	HOU	OOZUTSU TSUTSU	pào	paau3	포:0N	PHO	bác phao pháo	鉄砲 発砲 大砲 砲撃 砲弾 砲台 主砲 砲塔 砲火 砲兵 砲身 砲術 無鉄砲 空砲 巨砲 号砲 火砲 砲丸 野砲 砲戦 祝砲 重砲 砲手 副砲 砲門 砲声 砲口 砲座 山砲 砲金 礼砲 鉄砲百合 砲車 砲列 砲煙 午砲 備砲 砲雷 鉄砲虫	鉄砲 発砲 大砲 砲撃 砲弾 砲台 主砲 砲塔 砲火 砲兵 砲身 水鉄砲 機関砲 砲術 無鉄砲 迫撃砲 高射砲 鉄砲玉 空砲 巨砲 戦車砲 号砲 火砲 鉄砲水 砲丸 自走砲 野砲 豆鉄砲 砲戦 祝砲 重砲 速射砲 砲手 副砲 砲門 砲声 砲口 砲座 突撃砲 空気砲 列車砲 山砲 砲金 礼砲 鉄砲百合 砲車 砲列 砲煙 紙鉄砲 午砲 野戦砲 発砲酒 備砲 砲雷 鉄砲虫 砲戦車 加農砲 曲射砲 放水砲	鉄砲 発砲 大砲 砲台 主砲 砲火 砲兵 砲身 砲術 無鉄砲 空砲 号砲 火砲 砲丸 野砲 砲戦 祝砲 重砲 砲手 副砲 砲門 砲声 砲口 砲座 山砲 砲金 礼砲 鉄砲百合 砲車 砲列 午砲 備砲 鉄砲虫 水鉄砲 機関砲 高射砲 鉄砲玉 戦車砲 鉄砲水 自走砲 豆鉄砲 速射砲 空気砲 列車砲 紙鉄砲 野戦砲 発砲酒 砲戦車 加農砲 曲射砲 放水砲
U+7833	砳	1	0	0	ラク リャク		10	111	石 (いしへん)	石石								rocky	ラク リャク			lè	laak6						
U+7834	破	1	1	5	ハ	やぶ-る やぶ-れる	10	111	石 (いしへん)	石皮								break, ruin, destroy; rout	ハ ヒ やぶる やぶれる	HA	YABURU YABURERU	pò	po3	파:0E	PHA	phá	破損 破産 破れ 破り 破る 打破 破局 破格 読破 破たん 大破 走破 破門 破断 破れる 破風 発破 型破り 破水 破線 破談 破竹 破折 破防法 破目 破面 破顔 破ける 破れかぶれ 破軍 破く 連破 序破急 小破 スト破り 破れ目 破調 破口 素破 破船 破約 破落戸 破鏡 破する 破屋 オキテ破り 説破 破算 道破	破損 破産 打破 破局 破格 読破 大破 走破 破門 破断 破産法 破風 発破 破産者 破水 破線 破談 破竹 破折 破防法 破目 破面 破顔 破軍 連破 序破急 小破 破調 破口 素破 破船 破約 破落戸 破鏡 破屋 説破 破算 道破	破産 破れ 破り 破る 打破 破局 読破 破たん 大破 走破 破門 破れる 破風 発破 破水 破線 破談 破竹 破折 破目 破面 破顔 破ける 破れかぶれ 破軍 破く 連破 小破 スト破り 破れ目 破調 破口 破船 破約 破落戸 破鏡 破する 破屋 オキテ破り 説破 破算 道破 破産法 破産者
U+7835	砵	1	0	0	オウ		10	111	石 (いしへん)	石本								(Cant.) port (Eng. loan-word), 西矺 a sideboard (Eng. loan-word)	オウ	OU HATSU		bō	but3						
U+7836	砶	1	0	0	ハク		10	111	石 (いしへん)	石白									ハク			pò	paak3						
U+7837	砷	1	0	0	シン		10	111	石 (いしへん)	石申								arsenic (element 33, As)	シン	SHIN		shēn	san1						
U+7838	砸	1	0	0	ソウ		10	111	石 (いしへん)	石匝								smash, crush, break; pound, mash	ソウ			zá	zaap3						
U+7839	砹	1	0	0			10	111	石 (いしへん)	石艾								astatine (element 85, At)				ài	ngaai6						
U+783A	砺	1	1	11	レイ	と あらと みがく といし	10	111	石 (いしへん)	𬑹万 石厉					礪			whetstone; sharpen	レイ と あらと みがく といし	REI	TOISHI ARATO MIGAKU	lì	lai6		LYE				
U+783B	砻	1	0	0			10	111	石 (いし)	龙石					礱			grind, sharpen; mill				lóng	lung4						
U+783C	砼	1	0	0			10	111	石 (いしへん)	石仝								concrete				tóng	tung4						
U+783D	砽	1	0	0			10	111	石 (いしへん)	石用												yòng	jung6						
U+783E	砾	1	0	0			10	111	石 (いしへん)	石乐					礫			gravel, pebbles				lì	lik1						
U+783F	砿	1	1	11	コウ	あらがね	10	111	石 (いしへん)	石広 矿厶								mine; mineral, ore	コウ あらがね	KOU	ARAGANE	kuàng	kong3						
U+7840	础	1	0	0			10	111	石 (いしへん)	石出					礎			foundation stone, plinth				chǔ	co2						
U+7841	硁	1	0	0			10	111	石 (いしへん)	石𢀖 石𱑱					硜			the sound of stones knocking together				kēng	hang1						
U+7842	硂	1	0	0	セン		11	111	石 (いしへん)	石全									セン			quán	cyun4						
U+7843	硃	1	3	0	シュ		11	111	石 (いしへん)	石朱		朱						a red mole; cinnabar	シュ	SHU		zhū	zyu1	주:1N	CWU				
U+7844	硄	1	0	0	コウ		11	111	石 (いしへん)	石光									コウ	KOU		kuāng	hong1	광:N					
U+7845	硅	1	2	12	ケイ カク キャク	やぶる	11	111	石 (いしへん)	石圭								silicon (element 14, Si)	ケイ カク キャク やぶる	KEI KAKU KYAKU		guī	gwai1	규:0N	KYU		硅砂 硅素 硅石	硅砂 硅素 硅石	硅砂 硅素 硅石
U+7846	硆	1	0	0	ゴウ		11	111	石 (いしへん)	石合									ゴウ			è	ngap6						
U+7847	硇	1	4	0	ドウ ニョウ		11	111	石 (いしへん)	石囟								sal ammoniac	ドウ ニョウ	DOU NYOU		náo	naau4						
U+7848	硈	1	0	0	カツ カチ		11	111	石 (いしへん)	石吉									カツ カチ	KATSU KECHI	KATAI	qià	kit3						
U+7849	硉	1	0	0	ロツ ロチ		11	111	石 (いしへん)	石聿								bones of a thin horse	ロツ ロチ			lù	leot6						
U+784A	硊	1	0	0	ギ キ		11	111	石 (いしへん)	石危								the name of a place in Wuhu county, Anhui province	ギ キ			huì wěi	ngai5						
U+784B	硋	1	0	0	ガイ		11	111	石 (いしへん)	石亥									ガイ			ài	ngoi6						
U+784C	硌	1	0	0	ラク レキ リャク		11	111	石 (いしへん)	石各								to have something hard press against the body and cause pain (such as a pebble in a shoe); a large stone on a mountain	ラク レキ リャク	RAKU REKI RYAKU		gè	kaak3			ngắc			
U+784D	硍	1	0	0	カン ゲン コン コウ キョウ ケン		11	111	石 (いしへん)	石艮								strike	カン ゲン コン コウ キョウ ケン			yín xiàn	haan6						
U+784E	硎	1	3	0	ケイ		11	111	石 (いしへん)	石刑 研刂								whetstone	ケイ	KEI	TOISHI	xíng	jing4						
U+784F	硏	1	3	0	ケン ゲン ギョウ ケイ	とぐ	11	111	石 (いしへん)	石幵						研		grind	ケン ゲン ギョウ ケイ とぐ	KEN	TOGU MIGAKU	yán	ngaan4	연:0E	YEN				
U+7850	硐	1	0	0	トウ ズ		11	111	石 (いしへん)	石同								(variant of 洞) cave; chamber; pit	トウ ズ			dòng	dung6						
U+7851	硑	1	3	0	ヒョウ ホウ		11	111	石 (いしへん)	石并									ヒョウ ホウ			pēng	ping1						
U+7852	硒	1	0	0	セイ		11	111	石 (いしへん)	石西								selenium (element 34, Se)	セイ	SEI		xī	sai1						
U+7853	硓	1	0	0			11	111	石 (いしへん)	石老												lǎo	lou5						
U+7854	硔	1	0	0			11	111	石 (いしへん)	石共												hóng	hung4						
U+7855	硕	1	0	0			11	111	石 (いしへん)	石页					碩			great, eminent; large, big				shuò	sek6						
U+7856	硖	1	0	0			11	111	石 (いしへん)	石夹					硤			(archaic) town in Hebei province				xiá	haap6						
U+7857	硗	1	0	0			11	111	石 (いしへん)	石尧					磽			barren land; sandy soil				qiāo	haau1						
U+7858	硘	1	0	0			11	111	石 (いしへん)	石回												qing	wui4						
U+7859	硙	1	0	0			11	111	石 (いしへん)	石岂					磑			stone mill; grind; break apart		GAI	USU	wèi	wui1						
U+785A	硚	1	0	0			11	111	石 (いしへん)	石乔					礄			place in Sichuan province				qiáo	kiu4						
U+785B	硛	1	0	0			11	111	石 (いしへん)	石亦												yì	zik1						
U+785C	硜	1	0	0	コウ ケイ キョウ		12	111	石 (いしへん)	石巠	䃘踁	硁						the sound of stones knocking together	コウ ケイ キョウ	KOU KYOU KEI		kēng	hang1	갱:1N	KAYNG				
U+785D	硝	1	1	9	ショウ		12	111	石 (いしへん)	石肖								saltpeter, niter; to tan	ショウ	SHOU		xiāo	siu1	초:0N	CHO		硝子 硝酸 硝煙 硝化 硝石 脱硝 硝安 煙硝	硝子 硝酸 亜硝酸 硝煙 硝化 硝石 硝子戸 脱硝 板硝子 硝子窓 硝安 煙硝 硝酸薬 硝子瓶 色硝子	硝子 硝酸 硝煙 硝化 硝石 脱硝 硝安 煙硝 硝子戸 板硝子 硝子窓 硝酸薬 色硝子
U+785E	硞	1	0	0	キャク カク コク		12	111	石 (いしへん)	石告 石吿									キャク カク コク	KAKU KYAKU KOKU		què	kok3						
U+785F	硟	1	0	0	セン		11	111	石 (いしへん)	石延								(Cant.) to slip; to work and polish gems	セン			chàn	cin3						
U+7860	硠	1	0	0	ロウ		12	111	石 (いしへん)	石良									ロウ	ROU		láng	long4	랑:1N	LANG				
U+7861	硡	1	0	0	コウ ゴウ		12	111	石 (いしへん)	石宏									コウ ゴウ	KOU GOU		hōng	wang4						
U+7862	硢	1	0	0	ヨ		12	111	石 (いしへん)	石余									ヨ			yú	jyu4						
U+7863	硣	1	0	0	キョウ コウ		12	111	石 (いしへん)	石孝									キョウ コウ	KOU KYOU		xiāo	haau1						
U+7864	硤	1	4	0	コウ ギョウ		12	111	石 (いしへん)	石夾	唊	硖						(archaic) town in Hebei province	コウ ギョウ	KOU GYOU		xiá	haap6						
U+7865	硥	1	0	0	ボウ モウ ホウ		12	111	石 (いしへん)	𰦭𰀪 𥐶彡 石尨									ボウ モウ ホウ			mǎng	mong5						
U+7866	硦	1	0	0	ラク ロウ ル		12	111	石 (いしへん)	石弄									ラク ロウ ル			luò	lok6						
U+7867	硧	1	0	0	ヨウ ユ トウ ツ ズ		12	111	石 (いしへん)	石甬								a grindstone; (same as 硐) a cave, cavern	ヨウ ユ トウ ツ ズ			yǒng	jung5	용:1N	YONG				
U+7868	硨	1	3	0	シャ		12	111	石 (いしへん)	石車		砗						giant clam, Tridacna gigas	シャ	SHA		chē	ce1	차:1N	CHA				
U+7869	硩	1	0	0	テツ テキ セキ タク テチ チャク シャク		12	111	石 (いし)	折石									テツ テキ セキ タク テチ チャク シャク			chè	zit3						
U+786A	硪	1	4	0	ガ ギ		12	111	石 (いしへん)	石我								a tool for making rammed earth; lofty	ガ ギ	GI	ISO IWAO	wò	ngo4	아:N					
U+786B	硫	1	1	9	リュウ		12	111	石 (いしへん)	石㐬 石𠫓𫶧								sulfur (element 16, S)	リュウ ショ ソ リ	RYUU	IOU	liú	lau4	류:0N 유:0	LYU	lưu	硫黄 硫酸 硫化 硫酸塩 脱硫 加硫 硫安 含硫	硫黄 硫酸 硫化 硫酸塩 亜硫酸 脱硫 硫化物 加硫 濃硫酸 硫安 硫酸銅 含硫 硫化鉄 硫酸紙 硫酸鉄 過硫酸 硫化銅	硫黄 硫酸 硫化 硫酸塩 脱硫 加硫 硫安 含硫 硫化物 濃硫酸 硫酸銅 硫化鉄 硫酸紙 硫酸鉄 過硫酸 硫化銅
U+786C	硬	1	1	8	コウ	かた-い	12	111	石 (いしへん)	石更			應					hard, firm, strong; obstinate	コウ ゴウ ギョウ キョウ かたい	KOU GOU	KATAI	yìng	ngaang6	경:0E	KYENG	ngạnh	硬化 硬い 硬直 硬度 強硬 硬質 硬式 硬貨 硬派 硬膜 超硬 硬水 硬筆 硬性 硬結 硬球 硬骨 硬玉 硬調 生硬 硬座 硬岩 硬鋼 硬材	硬化 硬直 硬度 強硬 硬質 硬式 硬貨 硬派 肝硬変 硬膜 硬化性 超硬 硬水 硬直化 強硬派 硬化剤 硬筆 硬性 熱硬化性 硬結 硬球 硬骨 強硬論 硬玉 硬調 生硬 水硬性 硬座 硬化油 硬岩 硬鋼 硬材	硬化 硬い 硬直 硬度 強硬 硬質 硬式 硬貨 硬派 硬水 硬筆 硬性 硬結 硬球 硬骨 硬玉 硬調 生硬 硬座 硬岩 硬鋼 硬材 硬化性 硬直化 強硬派 硬化剤 熱硬化性 強硬論 水硬性 硬化油
U+786D	硭	1	0	0	ボウ		11	111	石 (いしへん)	石芒 石艹亡	𥐞							a crude saltpetre	ボウ			máng	mong4						
U+786E	确	1	3	0	カク	たしか きそう	12	111	石 (いしへん)	石角					確			sure, certain; real, true	カク たしか きそう	KAKU GAKU		què	kok3	학:1N	HAK				
U+786F	硯	1	1	11	ケン ゲン	すずり	12	111	石 (いしへん)	石見		砚						inkstone	ケン ゲン すずり	KEN GEN	SUZURI	yàn	jin6	연:0N	YEN	nghẽn nghiên nghiền nghiễn	硯箱 硯石 筆硯 硯材	硯箱 硯石 筆硯 硯材	硯箱 硯石 筆硯 硯材
U+7870	硰	1	0	0	サ シャ		12	111	石 (いし)	沙石									サ シャ			shā	saa1						
U+7871	硱	1	0	0	コン キョウ		12	111	石 (いしへん)	石困									コン キョウ			kǔn	kwan2						
U+7872	硲	1	1	11		はざま	12	111	石 (いしへん)	石谷									はざま		HAZAMA	yù	juk6						
U+7873	硳	1	0	0			12	111	石 (いしへん)	石赤												chì	cek3						
U+7874	硴	1	2	12	カキ		12	111	石 (いしへん)	石花									カキ		KAKI	huā	faa1						
U+7875	硵	1	0	0			12	111	石 (いしへん)	石卤					磠			sal ammoniac; sand; pebble				lǔ	lou5						
U+7876	硶	1	0	0			12	111	石 (いしへん)	石岑												chěn	cam2						
U+7877	硷	1	0	0			12	111	石 (いしへん)	石佥					礆鹼			alkaline, alkali, lye, salt				jiǎn	gaan2						
U+7878	硸	1	0	0	ギャク ガク		13	111	石 (いしへん)	石岸								thick-lipped; a grindstone	ギャク ガク			nüè	joek6						
U+7879	硹	1	0	0	シュウ シュ		13	111	石 (いしへん)	石松									シュウ シュ			sōng	sung1						
U+787A	硺	1	0	0	タク チョク		13	111	石 (いしへん)	石豖									タク チョク	TAKU CHOKU	UTSU	zhuó	zoek3						
U+787B	硻	1	0	0	コウ キョウ	かたい つよい	13	111	石 (いし)	臤石									コウ キョウ かたい つよい			kēng	hang1						
U+787C	硼	1	2	12	ホウ ヒョウ		13	111	石 (いしへん)	石朋 𱳮月								borax, boron	ホウ ヒョウ	HOU		péng	paang4	붕:0N	PWUNG PHYENG		硼素 硼酸 硼砂	硼素 硼酸 硼砂	硼素 硼酸 硼砂
U+787D	硽	1	0	0	エン		13	111	石 (いしへん)	石奄									エン			yān	jim1						
U+787E	硾	1	0	0	ツイ タ		13	111	石 (いしへん)	石垂								weight	ツイ タ	TSUI ZUI DA	TSUKU	zhuì	zeoi6						
U+787F	硿	1	0	0	コウ ク		13	111	石 (いしへん)	石空									コウ ク			kōng	hung1						
U+7880	碀	1	0	0	ソウ ジョウ		11	111	石 (いしへん)	石争 石爭									ソウ ジョウ			chéng	cang4						
U+7881	碁	1	1	9	ゴ		13	111	石 (いし)	其石	棊棋							chess; any game similar to chess	ゴ キ ギ ご	GO KI		qí	gei1	기:0N	KI	cờ	囲碁 碁盤 碁石 碁聖 詰碁 碁打ち 碁会 詰め碁 置碁 碁敵 碁界 早碁 置き碁 持碁 碁所 打碁	囲碁 碁盤 碁石 碁会所 碁聖 詰碁 囲碁部 碁聖戦 碁会 置碁 碁敵 碁界 早碁 持碁 碁所 打碁	囲碁 碁盤 碁石 碁聖 詰碁 碁打ち 碁会 詰め碁 置碁 碁敵 碁界 早碁 置き碁 持碁 碁所 打碁 碁会所 囲碁部 碁聖戦
U+7882	碂	1	0	0	ソウ ス		13	111	石 (いしへん)	石宗									ソウ ス			zòng	zung3						
U+7883	碃	1	0	0	セイ ショウ		13	111	石 (いしへん)	石青 石靑									セイ ショウ			qìng	cing3						
U+7884	碄	1	0	0	リン		13	111	石 (いしへん)	石林									リン			lín	lam4	림:N					
U+7885	碅	1	0	0	キン キョウ		13	111	石 (いしへん)	石囷									キン キョウ			jūn	kwan1						
U+7886	碆	1	2	12	ハ バ		13	111	石 (いし)	波石								arrow-tip	ハ バ	HA BA		bō	bo1						
U+7887	碇	1	1	11	テイ チョウ	いかり	13	111	石 (いしへん)	石定								anchor	テイ チョウ いかり	TEI	IKARI	dìng	ding3	정:0N	CENG		碇泊 碇石 碇草	碇泊 碇石 碇草	碇泊 碇石 碇草
U+7888	碈	1	0	0	ビン		13	111	石 (いしへん)	石昏									ビン			hūn mín	man4						
U+7889	碉	1	0	0	チョウ		13	111	石 (いしへん)	石周								room made of stone; watchtower	チョウ			diāo	diu1						
U+788A	碊	1	4	0	サン セン ゼン		13	111	石 (いしへん)	石戔									サン セン ゼン	SEN ZEN SAN OKU	NOSERU SOSOGU UTSURU SAKA	jiān	zin1						
